"","vdmde1z","vdmde2z","vdmde3","vdmde4z","vdmde5z","vdmre1z","vdmre2z","ethlang","mplusid"
"58",0.79957025674173,0.279789885031806,1,0.635944966268078,0.749570308007901,0.999767549540929,0.799703100948965,1,66
"59",NA,NA,0,NA,NA,NA,NA,2,67
"60",NA,NA,0,NA,NA,NA,NA,3,68
"61",-0.00016528590929023,0.279789885031806,0,0.45419377166155,0.333046871949398,0.949775297890005,0.799703100948965,3,69
"62",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.599829536333534,0.599748777714747,2,71
"63",0.199768599753465,0.399757559645907,1,0.999447355481133,0.249742184737697,0.89978304623908,0.66640021879282,1,72
"64",-0.00016528590929023,0.159822210417705,1,0.363318174358287,-0.000171876897404828,0.949775297890005,0.799703100948965,1,73
"65",0.39970248541622,-0.00013468906776294,1,0.181566979751759,0.5829609335845,0.949775297890005,0.466445895558602,2,74
"66",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,0.416351559161099,0.89978304623908,0.733051659870892,3,75
"67",-0.00016528590929023,0.0798437606749711,1,NA,-0.000171876897404828,0.749806291286307,0.466445895558602,2,77
"68",0.39970248541622,0.239800660160439,1,0.545069368964814,0.416351559161099,0.89978304623908,0.599748777714747,1,78
"69",0.499669428247598,0.319779109903173,1,0.817696160874605,0.333046871949398,0.949775297890005,0.733051659870892,1,79
"70",0.39970248541622,0.35976833477454,1,0.45419377166155,0.333046871949398,0.949775297890005,0.66640021879282,1,80
"71",0.499669428247598,0.159822210417705,1,0.181566979751759,0.333046871949398,0.89978304623908,0.66640021879282,2,81
"72",0.599636371078975,0.479736009388641,1,0.999447355481133,0.999484369643004,0.949775297890005,0.599748777714747,2,82
"73",0.299735542584842,0.0798437606749711,1,0.363318174358287,0.499656246372799,0.699814039635383,0.733051659870892,1,83
"74",NA,NA,1,NA,NA,NA,NA,2,84
"75",0.199768599753465,-0.00013468906776294,1,0.272442577055023,0.166437497525997,0.849790794588156,0.599748777714747,1,85
"76",0.39970248541622,0.239800660160439,1,0.45419377166155,-0.000171876897404828,0.799798542937232,0.599748777714747,1,86
"77",0.39970248541622,0.399757559645907,1,0.999447355481133,0.5829609335845,0.999767549540929,0.799703100948965,3,87
"78",0.999504142404486,0.239800660160439,1,0.999447355481133,0.416351559161099,0.999767549540929,0.866354542027038,1,88
"79",NA,NA,0,NA,NA,NA,NA,3,89
"80",0.599636371078975,0.119832985546338,1,0.45419377166155,-0.000171876897404828,0.949775297890005,0.599748777714747,1,90
"81",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.699814039635383,0.533097336636675,2,92
"82",0.499669428247598,0.0398545358036041,1,-0.000184214854768318,-0.000171876897404828,0.949775297890005,0.66640021879282,1,93
"83",0.299735542584842,0.399757559645907,1,0.726820563571342,0.832874995219602,0.999767549540929,0.733051659870892,2,94
"84",0.39970248541622,-0.00013468906776294,0,0.272442577055023,0.333046871949398,0.699814039635383,0.533097336636675,2,95
"85",0.39970248541622,0.199811435289072,1,0.726820563571342,-0.000171876897404828,0.89978304623908,0.66640021879282,2,96
"86",0.499669428247598,0.399757559645907,1,0.181566979751759,0.166437497525997,0.999767549540929,0.733051659870892,1,97
"87",0.699603313910353,0.559714459131375,1,0.908571758177869,0.499656246372799,0.999767549540929,0.866354542027038,3,98
"88",0.699603313910353,0.239800660160439,1,0.908571758177869,0.333046871949398,0.999767549540929,0.733051659870892,3,99
"89",0.79957025674173,0.519725234260008,1,0.726820563571342,0.666265620796201,0.949775297890005,0.93300598310511,3,102
"90",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.849790794588156,0.599748777714747,2,103
"91",-0.00016528590929023,-0.00013468906776294,0,0.181566979751759,-0.000171876897404828,0.799798542937232,0.533097336636675,2,104
"92",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.449852781380761,0.333143013402457,3,116
"93",0.299735542584842,0.159822210417705,0,0.363318174358287,0.333046871949398,0.749806291286307,0.66640021879282,1,120
"94",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.499845033031685,0.466445895558602,3,121
"95",0.199768599753465,0.0798437606749711,1,-0.000184214854768318,0.333046871949398,0.89978304623908,0.599748777714747,1,122
"96",0.79957025674173,0.319779109903173,1,0.999447355481133,-0.000171876897404828,0.999767549540929,0.733051659870892,3,123
"97",0.899537199573108,0.559714459131375,1,0.363318174358287,0.499656246372799,0.999767549540929,0.66640021879282,1,124
"98",0.499669428247598,-0.00013468906776294,1,0.908571758177869,0.333046871949398,0.999767549540929,0.599748777714747,1,125
"99",0.299735542584842,-0.00013468906776294,1,0.181566979751759,-0.000171876897404828,0.849790794588156,0.466445895558602,2,126
"100",0.499669428247598,0.479736009388641,0,0.635944966268078,0.499656246372799,0.949775297890005,0.93300598310511,3,127
"101",0.599636371078975,0.439746784517274,1,0.545069368964814,0.5829609335845,0.999767549540929,0.733051659870892,1,128
"102",0.599636371078975,0.679682133745477,1,0.999447355481133,0.166437497525997,0.89978304623908,0.799703100948965,2,129
"103",0.899537199573108,0.35976833477454,1,0.545069368964814,-0.000171876897404828,0.999767549540929,0.799703100948965,1,130
"104",NA,NA,0,NA,NA,NA,NA,2,131
"105",0.299735542584842,-0.00013468906776294,0,0.363318174358287,0.166437497525997,0.949775297890005,0.533097336636675,2,132
"106",0.79957025674173,0.599703684002742,1,0.999447355481133,0.832874995219602,0.999767549540929,0.799703100948965,1,133
"107",0.0998016569220874,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.849790794588156,0.39979445448053,1,134
"108",-0.00016528590929023,0.0798437606749711,1,-0.000184214854768318,-0.000171876897404828,0.849790794588156,0.599748777714747,1,136
"109",0.699603313910353,0.279789885031806,1,0.726820563571342,0.416351559161099,0.999767549540929,0.533097336636675,1,137
"110",0.0998016569220874,0.199811435289072,1,0.272442577055023,0.166437497525997,0.799798542937232,0.733051659870892,1,138
"111",0.39970248541622,0.319779109903173,1,-0.000184214854768318,0.166437497525997,0.799798542937232,0.66640021879282,2,139
"112",0.699603313910353,0.599703684002742,1,0.635944966268078,0.749570308007901,0.89978304623908,0.93300598310511,3,140
"113",0.199768599753465,0.199811435289072,0,-0.000184214854768318,-0.000171876897404828,0.799798542937232,0.466445895558602,2,141
"114",0.199768599753465,-0.00013468906776294,1,0.545069368964814,0.666265620796201,0.849790794588156,0.66640021879282,2,143
"115",0.499669428247598,0.35976833477454,1,0.363318174358287,0.333046871949398,0.799798542937232,0.66640021879282,1,144
"116",-0.00016528590929023,0.279789885031806,1,0.635944966268078,0.666265620796201,0.949775297890005,0.799703100948965,3,146
"117",0.599636371078975,0.35976833477454,1,0.726820563571342,0.499656246372799,0.999767549540929,0.733051659870892,1,147
"118",0.899537199573108,0.35976833477454,1,0.635944966268078,0.5829609335845,0.949775297890005,0.733051659870892,1,148
"119",0.499669428247598,0.399757559645907,1,0.908571758177869,-0.000171876897404828,0.999767549540929,0.599748777714747,1,149
"120",0.599636371078975,0.479736009388641,1,0.999447355481133,0.666265620796201,0.999767549540929,0.866354542027038,3,150
"121",NA,NA,0,NA,NA,NA,NA,1,151
"122",0.599636371078975,0.559714459131375,0,0.363318174358287,0.333046871949398,0.949775297890005,0.866354542027038,2,152
"123",0.699603313910353,0.199811435289072,1,0.908571758177869,0.666265620796201,0.949775297890005,0.66640021879282,1,153
"124",0.499669428247598,0.0798437606749711,0,0.999447355481133,0.5829609335845,0.949775297890005,0.39979445448053,3,154
"125",0.299735542584842,-0.00013468906776294,1,0.181566979751759,0.5829609335845,0.799798542937232,0.39979445448053,2,155
"126",0.499669428247598,0.239800660160439,1,0.908571758177869,0.666265620796201,0.999767549540929,0.533097336636675,3,156
"127",0.0998016569220874,-0.00013468906776294,0,0.181566979751759,0.166437497525997,0.749806291286307,0.333143013402457,2,157
"128",0.599636371078975,0.319779109903173,1,0.999447355481133,0.5829609335845,0.999767549540929,0.799703100948965,1,158
"129",0.499669428247598,0.159822210417705,1,0.635944966268078,0.333046871949398,0.999767549540929,0.266491572324385,1,159
"130",0.699603313910353,0.439746784517274,1,0.999447355481133,0.499656246372799,0.999767549540929,0.799703100948965,1,160
"131",0.79957025674173,0.559714459131375,NA,0.908571758177869,0.666265620796201,0.999767549540929,0.93300598310511,3,161
"132",0.0998016569220874,0.119832985546338,1,0.545069368964814,-0.000171876897404828,0.849790794588156,0.599748777714747,2,162
"133",0.299735542584842,0.35976833477454,1,0.45419377166155,0.666265620796201,0.949775297890005,0.866354542027038,1,163
"134",0.699603313910353,0.0798437606749711,1,0.181566979751759,-0.000171876897404828,0.999767549540929,0.733051659870892,1,164
"135",0.79957025674173,0.479736009388641,1,0.999447355481133,0.333046871949398,0.999767549540929,0.799703100948965,3,165
"136",0.39970248541622,0.0798437606749711,1,0.635944966268078,0.333046871949398,0.999767549540929,0.799703100948965,1,166
"137",0.0998016569220874,-0.00013468906776294,1,0.181566979751759,-0.000171876897404828,0.749806291286307,0.533097336636675,1,167
"138",0.499669428247598,0.0398545358036041,1,0.363318174358287,0.166437497525997,0.999767549540929,0.333143013402457,1,168
"139",0.699603313910353,0.63969290887411,1,0.999447355481133,-0.000171876897404828,0.999767549540929,0.93300598310511,1,169
"140",0.39970248541622,0.199811435289072,1,0.363318174358287,0.0831328103142959,0.849790794588156,0.599748777714747,2,170
"141",0.79957025674173,0.399757559645907,0,0.45419377166155,0.499656246372799,0.999767549540929,0.866354542027038,1,171
"142",0.699603313910353,0.119832985546338,1,0.45419377166155,0.166437497525997,0.89978304623908,0.733051659870892,1,172
"143",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,0.249742184737697,0.649821787984459,0.733051659870892,1,173
"144",0.499669428247598,0.35976833477454,1,0.363318174358287,-0.000171876897404828,0.999767549540929,0.799703100948965,1,174
"145",0.299735542584842,-0.00013468906776294,1,0.363318174358287,-0.000171876897404828,0.949775297890005,0.66640021879282,1,175
"146",0.899537199573108,0.399757559645907,1,0.999447355481133,0.499656246372799,0.999767549540929,0.799703100948965,1,176
"147",0.299735542584842,0.35976833477454,1,0.999447355481133,-0.000171876897404828,0.849790794588156,0.866354542027038,1,177
"148",-0.00016528590929023,-0.00013468906776294,0,NA,0.499656246372799,0.849790794588156,0.466445895558602,3,178
"149",0.39970248541622,0.199811435289072,1,0.363318174358287,-0.000171876897404828,0.949775297890005,0.733051659870892,2,180
"150",-0.00016528590929023,0.0798437606749711,0,0.545069368964814,-0.000171876897404828,0.849790794588156,0.533097336636675,3,181
"151",0.699603313910353,0.479736009388641,1,0.726820563571342,-0.000171876897404828,0.849790794588156,0.733051659870892,2,182
"152",0.79957025674173,0.199811435289072,1,0.817696160874605,0.749570308007901,0.999767549540929,0.266491572324385,1,183
"153",0.899537199573108,0.559714459131375,1,0.635944966268078,0.666265620796201,0.999767549540929,0.93300598310511,3,184
"154",0.499669428247598,0.399757559645907,1,0.726820563571342,-0.000171876897404828,0.949775297890005,0.866354542027038,3,185
"155",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.54983728468261,0.39979445448053,2,186
"156",0.699603313910353,0.199811435289072,0,0.45419377166155,0.416351559161099,0.949775297890005,0.599748777714747,1,187
"157",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.649821787984459,0.39979445448053,3,188
"158",0.299735542584842,0.0798437606749711,1,0.363318174358287,0.5829609335845,0.749806291286307,0.93300598310511,3,189
"159",0.599636371078975,0.519725234260008,1,0.999447355481133,0.666265620796201,0.999767549540929,0.93300598310511,1,190
"160",0.199768599753465,-0.00013468906776294,1,0.363318174358287,0.166437497525997,0.89978304623908,0.533097336636675,2,191
"161",0.499669428247598,0.519725234260008,1,0.999447355481133,0.499656246372799,0.999767549540929,0.66640021879282,1,192
"162",0.499669428247598,0.439746784517274,1,0.45419377166155,-0.000171876897404828,0.949775297890005,0.93300598310511,1,193
"163",-0.00016528590929023,-0.00013468906776294,1,NA,-0.000171876897404828,0.849790794588156,NA,3,194
"164",0.39970248541622,0.159822210417705,1,0.726820563571342,0.166437497525997,0.999767549540929,0.733051659870892,1,273
"165",0.39970248541622,0.439746784517274,1,0.545069368964814,0.499656246372799,0.89978304623908,0.866354542027038,3,274
"166",0.499669428247598,0.319779109903173,1,0.545069368964814,-0.000171876897404828,0.999767549540929,0.866354542027038,1,275
"167",0.699603313910353,0.279789885031806,1,0.999447355481133,0.166437497525997,0.949775297890005,0.799703100948965,1,277
"168",0.499669428247598,0.119832985546338,1,0.999447355481133,0.166437497525997,0.89978304623908,0.799703100948965,1,278
"169",0.39970248541622,0.519725234260008,1,0.999447355481133,0.749570308007901,0.999767549540929,0.733051659870892,3,279
"170",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,0.0831328103142959,0.599829536333534,0.466445895558602,1,280
"171",0.699603313910353,0.439746784517274,1,0.999447355481133,0.333046871949398,0.999767549540929,0.866354542027038,1,282
"172",0.499669428247598,-0.00013468906776294,1,0.635944966268078,0.333046871949398,0.849790794588156,0.66640021879282,1,283
"173",-0.00016528590929023,-0.00013468906776294,1,0.45419377166155,0.333046871949398,0.89978304623908,0.799703100948965,1,284
"174",0.299735542584842,0.479736009388641,1,0.999447355481133,0.666265620796201,0.949775297890005,0.866354542027038,1,285
"175",0.79957025674173,0.199811435289072,1,0.0906913824484954,0.5829609335845,0.999767549540929,0.599748777714747,1,286
"176",0.199768599753465,0.239800660160439,1,0.181566979751759,0.166437497525997,0.749806291286307,0.66640021879282,3,287
"177",0.79957025674173,0.279789885031806,1,0.635944966268078,0.333046871949398,0.999767549540929,0.599748777714747,1,288
"178",-0.00016528590929023,-0.00013468906776294,0,NA,-0.000171876897404828,0.449852781380761,0.39979445448053,1,289
"179",0.599636371078975,0.439746784517274,1,0.817696160874605,0.166437497525997,0.999767549540929,0.799703100948965,1,290
"180",0.499669428247598,0.0798437606749711,1,0.817696160874605,0.166437497525997,0.849790794588156,0.466445895558602,1,291
"181",0.899537199573108,0.519725234260008,1,0.45419377166155,0.666265620796201,0.949775297890005,0.93300598310511,1,292
"182",0.79957025674173,0.35976833477454,1,0.908571758177869,0.333046871949398,0.999767549540929,0.799703100948965,1,293
"183",0.499669428247598,0.199811435289072,1,0.635944966268078,-0.000171876897404828,0.999767549540929,0.533097336636675,1,294
"184",0.699603313910353,0.399757559645907,1,0.635944966268078,0.666265620796201,0.999767549540929,0.799703100948965,1,295
"185",0.79957025674173,0.199811435289072,1,0.726820563571342,-0.000171876897404828,0.949775297890005,0.799703100948965,1,296
"186",0.599636371078975,0.439746784517274,1,0.999447355481133,-0.000171876897404828,0.999767549540929,0.66640021879282,3,297
"187",-0.00016528590929023,-0.00013468906776294,1,-0.000184214854768318,-0.000171876897404828,0.599829536333534,0.66640021879282,3,299
"188",0.39970248541622,0.199811435289072,1,0.45419377166155,0.499656246372799,0.849790794588156,0.599748777714747,2,300
"189",0.499669428247598,0.479736009388641,1,0.817696160874605,0.499656246372799,0.949775297890005,0.93300598310511,1,301
"190",0.299735542584842,0.399757559645907,1,0.545069368964814,0.499656246372799,0.949775297890005,0.466445895558602,3,302
"191",0.699603313910353,0.479736009388641,1,0.908571758177869,0.666265620796201,0.949775297890005,0.866354542027038,1,303
"192",0.699603313910353,0.199811435289072,1,0.908571758177869,0.166437497525997,0.999767549540929,0.799703100948965,1,304
"193",-0.00016528590929023,0.279789885031806,1,0.363318174358287,0.499656246372799,0.849790794588156,0.799703100948965,1,305
"194",0.499669428247598,0.199811435289072,1,0.726820563571342,0.333046871949398,0.949775297890005,0.733051659870892,1,306
"195",0.79957025674173,0.35976833477454,1,0.817696160874605,0.666265620796201,0.949775297890005,0.599748777714747,3,307
"196",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,0.89978304623908,0.533097336636675,3,308
"197",0.0998016569220874,0.0398545358036041,1,0.363318174358287,-0.000171876897404828,0.89978304623908,0.466445895558602,2,309
"198",0.39970248541622,0.0398545358036041,1,0.363318174358287,0.166437497525997,0.999767549540929,0.533097336636675,1,310
"199",0.39970248541622,0.35976833477454,1,0.363318174358287,0.166437497525997,0.949775297890005,0.599748777714747,1,311
"200",0.79957025674173,0.599703684002742,1,0.999447355481133,0.666265620796201,0.999767549540929,0.599748777714747,3,312
"201",0.699603313910353,0.35976833477454,1,0.181566979751759,0.666265620796201,0.999767549540929,0.66640021879282,1,313
"202",0.699603313910353,0.679682133745477,1,0.45419377166155,0.666265620796201,0.999767549540929,0.866354542027038,1,314
"203",0.499669428247598,0.439746784517274,1,0.545069368964814,0.333046871949398,0.89978304623908,0.799703100948965,3,317
"204",0.199768599753465,0.0398545358036041,1,0.999447355481133,-0.000171876897404828,0.949775297890005,0.466445895558602,1,318
"205",0.599636371078975,0.519725234260008,1,0.817696160874605,0.499656246372799,0.999767549540929,0.66640021879282,1,319
"206",0.599636371078975,0.199811435289072,1,0.45419377166155,0.333046871949398,0.949775297890005,0.66640021879282,1,320
"207",0.599636371078975,0.0798437606749711,1,0.999447355481133,NA,0.949775297890005,0.66640021879282,1,322
"208",0.499669428247598,0.439746784517274,1,0.45419377166155,0.832874995219602,0.849790794588156,0.866354542027038,1,323
"209",-0.00016528590929023,-0.00013468906776294,1,0.363318174358287,-0.000171876897404828,0.949775297890005,NA,1,324
"210",0.39970248541622,0.159822210417705,1,0.817696160874605,0.499656246372799,0.999767549540929,0.733051659870892,3,325
"211",0.199768599753465,-0.00013468906776294,1,0.726820563571342,0.499656246372799,0.949775297890005,0.66640021879282,1,326
"212",0.699603313910353,0.119832985546338,1,0.545069368964814,-0.000171876897404828,0.999767549540929,0.66640021879282,3,330
"213",0.199768599753465,0.159822210417705,1,0.545069368964814,0.166437497525997,0.89978304623908,0.533097336636675,1,331
"214",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,0.416351559161099,0.89978304623908,0.733051659870892,3,332
"215",0.899537199573108,0.559714459131375,1,0.817696160874605,0.499656246372799,0.89978304623908,0.866354542027038,3,333
"216",-0.00016528590929023,-0.00013468906776294,1,0.0906913824484954,-0.000171876897404828,0.89978304623908,0.733051659870892,1,334
"217",0.699603313910353,0.199811435289072,1,0.635944966268078,0.333046871949398,0.949775297890005,0.799703100948965,3,336
"218",0.299735542584842,-0.00013468906776294,1,-0.000184214854768318,0.166437497525997,0.89978304623908,0.39979445448053,1,337
"219",0.699603313910353,0.479736009388641,1,0.999447355481133,0.5829609335845,0.949775297890005,0.799703100948965,1,340
"220",0.699603313910353,0.159822210417705,1,0.363318174358287,0.499656246372799,0.999767549540929,0.599748777714747,1,341
"221",0.79957025674173,0.439746784517274,1,0.545069368964814,0.499656246372799,0.999767549540929,0.733051659870892,1,342
"222",0.899537199573108,0.239800660160439,1,0.635944966268078,0.666265620796201,0.999767549540929,0.599748777714747,1,343
"223",0.299735542584842,0.119832985546338,1,0.272442577055023,-0.000171876897404828,0.999767549540929,0.66640021879282,1,344
"224",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,-0.000171876897404828,NA,NA,1,345
"225",0.79957025674173,0.399757559645907,1,0.181566979751759,0.333046871949398,0.999767549540929,0.799703100948965,3,346
"226",0.199768599753465,0.0398545358036041,0,-0.000184214854768318,-0.000171876897404828,0.949775297890005,0.533097336636675,1,347
"227",0.39970248541622,0.519725234260008,1,0.45419377166155,0.166437497525997,0.999767549540929,0.799703100948965,1,348
"228",-0.00016528590929023,NA,0,NA,NA,NA,NA,3,349
"229",0.699603313910353,0.279789885031806,1,0.908571758177869,0.166437497525997,0.949775297890005,0.466445895558602,1,350
"230",0.79957025674173,0.599703684002742,1,0.363318174358287,0.666265620796201,0.999767549540929,0.999657424183183,3,351
"231",0.79957025674173,0.519725234260008,1,0.726820563571342,0.499656246372799,0.999767549540929,0.733051659870892,1,352
"232",0.199768599753465,0.239800660160439,1,0.726820563571342,0.333046871949398,0.949775297890005,0.66640021879282,3,353
"233",0.39970248541622,0.399757559645907,1,0.817696160874605,0.666265620796201,0.999767549540929,0.93300598310511,3,354
"234",0.299735542584842,0.439746784517274,1,0.999447355481133,0.166437497525997,0.849790794588156,0.799703100948965,3,355
"235",0.499669428247598,0.439746784517274,1,0.817696160874605,0.666265620796201,0.949775297890005,0.93300598310511,3,356
"236",-0.00016528590929023,-0.00013468906776294,0,-0.000184214854768318,0.166437497525997,0.799798542937232,0.533097336636675,1,357
"237",0.899537199573108,0.479736009388641,1,0.999447355481133,-0.000171876897404828,0.999767549540929,0.866354542027038,1,358
"238",0.899537199573108,0.63969290887411,1,0.635944966268078,0.499656246372799,0.999767549540929,0.799703100948965,1,359
"239",0.79957025674173,0.279789885031806,1,0.726820563571342,0.333046871949398,0.999767549540929,0.799703100948965,3,360
"240",0.299735542584842,0.119832985546338,1,0.999447355481133,0.249742184737697,0.749806291286307,0.733051659870892,3,361
"241",0.199768599753465,0.0798437606749711,1,0.726820563571342,-0.000171876897404828,0.949775297890005,0.599748777714747,1,362
